7880725,149828,15581404,13984779
7800765,182469,8300884,10119071
7849271,168676,11060980,10890052
7808339,167179,7085542,9650800
7846229,164862,8426878,12892961
7820527,187440,7470621,10545673
7898559,152503,7986922,10076892
7829734,190706,7991519,9980982
7854696,171334,7709549,9490964
7838806,183881,8376148,9982337
7866988,176568,7604581,10520948
7849260,168893,7630277,9758788
7828668,190192,8837996,10925307
7846524,177933,9153677,9782052
7887830,155368,7070919,9500230
7862108,178370,8499008,12376219
7834718,193291,8482141,10971551
7895023,156609,7452237,10047670
7847794,185210,8519805,9877497
7845628,186380,7571989,9670552
7841269,183096,10082097,9656738
7829575,174866,8386378,10182714
7865311,170924,8045305,9855917
7854776,163911,8024342,9858228
7845274,180786,7486411,13050730
7843655,185844,8439207,10206316
7843423,177332,9071095,13117146
7868398,171383,8099273,9535063
7853570,171366,8333879,9870723
7835465,174963,7317522,10564132
7816987,190400,8345881,9840588
7846252,180668,7754477,9273388
7886936,155957,8351679,11083556
7835313,181792,8659360,10059805
7846907,181270,8461461,9715927
7812407,197188,8286599,9783776
7846857,162875,8199656,9935773
7855345,182772,8770911,13264416
7834043,184946,10837375,9689084
7897347,154048,8700643,10070176
7869764,170386,8534885,9695812
7857783,175246,9366780,9309244
7874876,162686,8622393,11894928
7855941,170113,7862448,10095110
7849032,174865,8089426,9988688
7829031,187187,8455647,9856398
7836062,186497,7827398,9761630
7859137,168805,7531358,9817018
7853840,179006,8446465,13332064
7845768,175706,10412123,9825680
7855456,165218,8673365,9779866
7843856,176634,8048203,9800320
7844087,180239,8441128,9786559
7846444,177052,9498184,12308283
7841811,177758,8085403,9577620
7854432,169746,7420065,10023120
7821980,193430,7923136,9792061
7822480,192378,9005716,10128759
7856480,179953,9660663,11654155
7860251,171418,7385106,9892954
7860201,177300,7785864,9382925
7835962,194346,10005000,9677171
7832300,188166,8556169,10352133
7877941,155986,7605047,10382352
7886960,159135,7295865,10120770
7840136,182031,11221833,9544480
7823645,201268,7908263,9933673
7840907,158979,8066587,10321629
7893666,158550,7514421,9659515
7847849,176847,8787109,9535923
7830241,189667,8047141,9887424
7853820,179067,8651320,9481366
7869941,176506,7414487,9403500
7843108,184472,9409506,13162752
7869189,168851,7515801,9924821
7862961,168809,8022817,9467206
7827977,183920,8346384,9443677
7840484,180820,7911687,10007673
7853623,183409,10227351,10147393
7820748,191291,8158750,9588161
7884695,160971,8120215,9754273
7832728,187968,9060546,12070568
7861547,172059,9097102,9611936
7870031,167694,7992000,10039184
7828554,185276,7639849,10414096
7874346,161773,9764866,9823249
7847968,190118,7680403,10009765
7868235,158623,8550011,9614500
7879890,165097,8284240,9554436
7836612,187889,9259917,9606310
7835960,179684,9355064,11843218
7838213,177282,7776774,10010133
7873739,166371,7964632,9633045
7837863,184240,8333266,9920959
7828520,186658,8512200,11560168
7866211,177947,8016186,9770260
7843096,178359,7328364,10322161
7853798,178442,7728049,9849101
7794533,189912,8939757,10231830
7837797,188692,10821550,11366271
7888275,157078,7348180,9795714
7889665,162601,7253717,9909741
7842915,172647,9329934,11957959
7825000,183474,10543400,9813855
7779646,175415,17183081,19956487
7814343,172618,7631122,9464975
7833740,185108,8398113,9569818
7817933,187506,7646074,10061686
7856814,156191,7262564,10773403
7871040,166186,8354707,13114856
7832373,184150,11069947,9545078
7875973,157312,7354741,13026562
7851892,179696,8568866,12156406
7838773,156824,9206917,10710964
7706214,199993,10628190,9795056
7790676,199310,8073975,9610002
7824100,177865,11287398,15506656
7792271,183834,10088955,14016575
