10777600,165193,11185399,14627292
10777600,173590,9397189,14792759
10777600,166842,10461826,14849124
10777600,163482,11373942,14761908
10777600,163230,14470581,16377094
10777600,163441,8641212,12765755
10777600,180353,10340196,11889697
10777600,165147,9378386,14666738
10777600,161783,8411374,12643074
10777600,166826,11968276,14730883
10777600,165133,9211780,13701261
10777600,163430,10455290,14256169
10777600,163460,11901488,17445689
10777600,165100,8131106,14866749
10777600,163447,8679057,13414302
10777600,165144,9491231,13609596
10777600,170203,12141924,13075859
10777600,163438,13362839,14410828
10777600,171881,10557611,12660769
10777600,175057,9498569,13739648
10777600,170193,8977834,16269159
10777600,158365,9851763,14028053
10777600,170213,9066172,17093051
10777600,173608,8600512,14176497
10777600,160112,11607852,18439123
10777600,165149,13077815,20279274
10777600,169616,11004133,15625388
10777600,167144,12984420,13351192
10777600,165141,12417595,13103750
10777600,168516,10582909,16808375
10777600,166851,10308086,19626522
10777600,160106,10404666,14796046
10777600,162686,9594960,15516827
10777600,166489,9869605,11714305
10777600,168525,14236405,23749276
10777600,168507,13480583,16478985
10777600,166805,10483321,14753151
10777600,173745,11409511,16333940
10777600,171940,14545438,20051080
10777600,163453,8591772,16517868
10777600,160090,20978531,22605423
10777600,165131,21400189,27720140
10777600,170238,9242746,19971113
10777600,174597,12712530,18523343
10777600,175246,22808413,22589627
10777600,165135,9974582,17344732
10777600,165172,18236678,21301145
10777600,165154,14018967,14671443
10777600,165132,11087624,13485810
10777600,166860,13859767,25733374
10777600,176942,10834848,15449529
10777600,163461,8696640,12303050
10777600,166799,10567058,16442468
10777600,165188,13586182,13302006
10777600,165150,10322972,12576452
10777600,163867,9640330,13221132
10777600,163468,9290982,11909185
10777600,170232,8512973,12569222
10777600,175299,8956571,11873055
10777600,163470,11531537,12718844
10777600,165136,10051281,12573736
10777600,160076,9665441,15627466
10777600,167542,9670216,11650788
10777600,165164,9965457,12008982
10777600,166844,10302333,12171592
10777600,168343,9033164,12721461
10777600,166810,8547854,13001846
10777600,167747,10199316,16208800
10777600,171906,11078710,12741007
10777600,161771,8998019,14685453
10777600,168515,8444375,12259774
10777600,163453,11934238,12659389
10777600,170212,9815901,14671027
10777600,171902,8480089,12727187
10777600,160068,9977822,11959118
10777600,168546,12690692,11985423
10777600,165150,8526425,11771929
10777600,168519,8315165,12367164
10777600,171978,8632815,13233127
10777600,163465,8503240,11991260
10777600,165125,9501330,12506766
10777600,173612,9161709,12566979
10777600,167209,11610185,15469088
10777600,168588,10150309,13166009
10777600,171869,9575225,12654294
10777600,168529,8887627,13103872
10777600,173628,10334868,11968481
10777600,168536,12621432,12403655
10777600,165112,10258551,12106878
10777600,168563,11479101,15145632
10777600,164864,9108552,11543043
10777600,168556,9901363,11761315
10777600,161800,8756284,12153631
10777600,171493,8633993,11573792
10777600,161757,9673989,12603627
10777600,171866,9797763,11858942
10777600,161770,11393357,18965081
10777600,163449,9513179,15015093
10777600,175259,15954233,19644352
10777600,166828,14060113,19440050
10777600,165149,11269181,18993490
10777600,168540,11049045,14904160
10777600,170239,11498951,16026051
10777600,168535,9608005,15928123
10777600,168483,12547262,19060140
10777600,160114,13169362,24533596
10777600,166860,14388874,18687136
10777600,165173,13656718,21813726
10777600,166875,9507233,17226357
10777600,168425,11592936,19421033
10777600,163440,12755462,14625962
10777600,161777,11710499,15710256
10777600,166882,11424595,17895298
10777600,168513,12356587,14119525
10777600,161790,11722011,15609025
10777600,166858,28612831,46280967
10777600,166867,21925757,32765921
10777600,162664,12034258,24989839
10777600,178688,9309678,14405748
10777600,165145,12139255,14562519
10777600,163428,10543633,14907077
10777600,163454,10111061,15092027
10777600,157449,10686465,13971606
10777600,171905,11548671,14611098
10777600,168528,13175495,25654509
10777600,168525,10379242,20187410
10777600,166796,11068216,14304588
10777600,158424,14754868,18246270
10777600,168508,10266132,26144658
10777600,168653,11950573,13766117
10777600,170461,13978603,16020801
10777600,160078,15008947,14695841
10777600,166809,13692652,27315205
10777600,174434,10529812,15973343
10777600,160092,11443709,13182887
10777600,161810,11211475,13596195
10777600,170195,11646609,15518142
10777600,165141,9962196,14468881
10777600,165150,15370506,12902335
10777600,165150,8676712,14189359
10777600,182073,13650840,14181399
10777600,168533,9143079,13918898
10777600,161756,9816116,13061954
10777600,166845,9485772,18443749
10777600,176934,9085597,12677500
10777600,166825,10021267,12456029
10777600,164866,8670203,14620671
10777600,165131,15242786,19967397
10777600,165142,10023283,18227071
10777600,166822,8717152,13445021
10777600,166886,10373232,11863700
10777600,168540,11468481,23294153
10777600,160067,16621079,20495566
10777600,171915,9736582,19627736
10777600,165141,9258250,15171151
10777600,168557,12036537,14689006
10777600,165156,8918656,15731500
10777600,163434,9609997,16269943
10777600,165168,9771505,11797605
10777600,166863,9886552,13539634
10777600,163458,9093361,12061508
10777600,164921,8469842,12357437
10777600,170236,9625664,13459225
10777600,173583,13799183,15130249
10777600,166864,9083431,13705890
10777600,171901,21438222,31250445
10777600,163473,25314531,30730248
10777600,165132,12161484,18774239
10777600,170239,23684489,25998603
10777600,158401,11881241,23936107
10777600,168508,10714814,15407955
10777600,170237,10899930,13447901
10777600,171904,10585835,12852118
10777600,165137,8781920,15032411
10777600,170235,8592716,13465260
10777600,162519,11137420,17549369
10777600,166843,14843572,21620763
10777600,175255,8991186,13409848
10777600,168802,9215146,15243469
10777600,165116,10203943,15609120
10777600,166817,14746387,31358933
10777600,161746,27321645,29062632
10777600,161764,12756413,18020639
10777600,166672,13335768,24045699
10777600,165177,17563711,26230421
10777600,161813,15329412,21348252
10777600,171961,20020879,31117694
10777600,168548,9589648,17553679
10777600,176985,13250314,17027281
10777600,171882,9500915,16257905
10777600,163444,11784326,16743991
10777600,170189,13309470,22415987
10777600,170224,16831432,20138395
10777600,166852,8734937,14270953
10777600,160068,22514735,20397906
10777600,165368,17623995,20228324
10777600,162042,13039099,13925154
10777600,170228,14125255,22924046
10777600,165138,16247712,27782234
10777600,163455,14548858,28627274
10777600,163762,27531728,20897677
10777600,168539,13435643,16663622
10777600,176955,8942463,12270785
10777600,171922,10679467,15182379
10777600,161773,8699160,12161624
10777600,168542,10637506,27027043
10777600,160061,14412785,31517605
10777600,168510,13055078,17746167
10777600,161752,13794361,21470167
10777600,170194,11279308,18598471
10777600,165177,12557391,14775616
10777600,164259,14663620,20494130
10777600,161773,23573833,29923678
10777600,171864,14910258,24680908
10777600,161762,9357416,18526980
10777600,165139,23925788,28973862
10777600,165133,18063230,21337086
10777600,168524,11790535,13154684
10777600,178651,8767447,16035034
10777600,166864,13433575,13584531
10777600,171921,14359817,15437390
10777600,163425,10548143,13783516
10777600,172278,11300956,14516571
10777600,161787,13759980,16148693
10777600,172936,13375474,13281240
10777600,169247,11534002,12685061
10777600,171949,10385506,14436082
10777600,173610,15976602,20945377
10777600,162478,30399455,41377425
10777600,165161,10834497,15369337
10777600,163457,9870218,13640607
10777600,163505,14366248,12914033
10777600,165141,10579832,13882697
10777600,165136,9494508,12236189
10777600,166875,9962737,13172259
10777600,163484,8652004,12081274
10777600,165154,8559851,15654360
10777600,171936,10705849,18932468
10777600,156687,25667472,36642398
10777600,161762,10074733,13418990
10777600,170230,9777962,16064273
10777600,158398,11913217,14628407
10777600,162208,9833817,16383376
10777600,166874,9796806,13347102
10777600,168290,11447900,12186945
10777600,170174,9755200,14246373
10777600,161775,11411269,13743037
10777600,162450,9644134,17526973
10777600,171920,9794365,12567822
10777600,165119,11688091,18652957
10777600,166821,10028079,13993658
10777600,175249,10348981,13032406
10777600,161757,8439386,11764056
10777600,161604,11967753,15111479
10777600,163485,9547203,19631045
10777600,171876,10883082,16128489
10777600,158360,10204055,13789849
10777600,176989,8388151,13844368
10777600,161721,10321184,14332240
10777600,161761,9624973,15420845
10777600,173568,12549672,17554140
10777600,166872,9770782,12379463
10777600,165126,9240647,14779457
10777600,165107,8686099,13851885
10777600,170262,10797604,14117667
10777600,161790,14841443,15643490
10777600,165193,15247446,23074310
10777600,165182,9542118,17224436
10777600,172243,9609741,17988154
10777600,171950,8560611,12337603
10777600,166843,9329476,12774029
10777600,159737,12246826,12646033
10777600,168533,9930557,15692625
10777600,170238,12063627,18727857
10777600,163727,12956276,14644217
10777600,168533,10558758,15335258
10777600,171886,11923666,13926033
10777600,165126,10702200,16724858
10777600,173580,11513690,13257302
10777600,173661,11147723,12675431
10777600,170476,10946141,14092463
10777600,173561,11148819,13928301
10777600,170553,11781670,13963959
10777600,173565,10648258,14389820
10777600,166874,10484448,13328816
10777600,161783,10494752,14847430
10777600,173575,10855478,15997192
10777600,166833,16683096,31552565
10777600,168506,17387145,24523166
10777600,166841,17029496,34101905
10777600,170225,9768288,17220954
10777600,170233,8830842,15234972
10777600,166865,25943538,35912140
10777600,161777,10598654,14853046
10777600,170218,9746755,16298149
10777600,167063,15175014,20303458
10777600,172155,10692743,13878556
10777600,168496,13064427,21797340
10777600,163469,12607351,16229871
10777600,169591,9666756,15369004
10777600,168517,11192135,16288973
10777600,170231,12199200,15266169
10777600,161760,10032426,14792369
10777600,170211,9017716,14065940
10777600,166813,8899881,13267537
10777600,166797,8987641,14088881
10777600,171876,12963647,13512291
10777600,170208,11086318,23847384
10777600,160073,9976311,14392653
10777600,165125,12849769,15749672
10777600,163755,10387135,14464571
10777600,163205,9733701,13360210
10777600,164805,9309664,17545721
10777600,173602,11612194,12644256
10777600,163489,9296546,19505613
10777600,165170,9045956,14156532
10777600,160085,9335600,15465711
10777600,168514,9145281,13868566
10777600,166848,9552826,12705482
10777600,163268,9430088,12346337
