100000,2105,3786,2105,3786,2105,3786,3786,2105,3795,2105,3786,3786,3794,3787,2105,3786,3790,2105,3785,2105,3786,3786,2105,3791,2105,3786,3787,2105,3786,2114,3786,2494,2105,3787,2105,3786,2105,3800,5475,2105,3787,3794,3786,3786,2105,3785,2114,3786,3786,2105,3786,2105,3786,3786,2105,3786,2109,3786,3785,2105,3787,2114,3786,2895,2114,3795,2105,3787,2105,3786,3794,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,3786,2105,3787,2105,3786,3786,2105,3786,2105,3787,3294,2105,3785,2105,3785,2105,3787,3786,2105,3786,2114,3786,2017,14335709,12407642
100000,2105,3786,3794,3786,2105,3786,3786,3794,3786,2105,3786,3786,2116,3787,2105,3786,3786,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,2494,2105,3787,2105,3786,3794,3786,3786,2105,3787,2105,3786,3786,2105,3785,2105,3786,3786,2105,3786,2105,3786,3786,2105,3790,3798,3786,3785,2105,3787,2105,3786,2895,2105,3786,2105,3787,2105,3786,3785,2115,3785,2105,3786,3786,2105,3786,2105,3786,3791,2105,3786,2105,3786,3786,2105,3791,2105,3786,3786,2114,3786,2114,3787,3294,2105,3785,2105,3785,2105,3787,3786,2105,3786,2105,3786,2017,13589784,12390938
100000,2105,3786,2105,3786,2105,3786,3786,2105,3786,2105,3786,3786,2105,3787,3794,3786,3786,2114,3785,2105,3786,3786,2116,3786,2105,3786,3787,2105,3790,2105,3786,2494,2105,3787,2105,3786,2105,3786,3786,2105,3787,3794,3786,3786,2105,3785,2105,3791,3786,2105,3786,2105,3786,3795,2105,3794,2105,3786,5474,2105,3787,2105,3786,2895,2105,3791,2105,3787,2105,3786,5474,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,3786,2105,3787,2105,3786,3794,2105,3786,2105,3787,3305,2105,3785,2113,3785,2105,3787,3786,2105,3794,2105,3790,2017,14173579,12678622
100000,2105,3786,2105,3786,2105,3786,3786,2109,3786,2105,3786,3786,2105,3787,2105,3786,3795,2105,3785,2105,3786,3786,2109,3786,2105,3786,3787,2105,3786,2105,3790,2494,2105,3787,2105,3786,2113,3786,3786,2105,3787,2105,3786,3786,2105,3785,2105,3786,3786,2105,3786,3794,3786,3786,2105,3790,2105,3786,3785,2105,3787,2105,3790,2895,2105,3786,2105,3787,2105,3786,3785,2105,3785,2105,3786,3786,2105,3794,2105,3815,3787,2105,3786,2105,3786,3786,2105,3787,2105,3786,3786,2105,3786,2105,3787,4983,2105,3785,2105,3785,2105,3787,3786,2105,3786,2105,3786,2017,23961732,15640470
100000,2109,3786,2105,3786,2105,3786,3786,2115,3786,2105,3797,3786,2105,3787,2105,3786,3797,2105,3785,2105,3796,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,2494,2105,3787,2105,3786,2105,3786,3786,3794,3787,2105,3786,3786,2105,3785,2105,3786,3786,3794,3786,2105,3791,3786,2105,3786,2105,3786,3785,2105,3787,2105,3786,2895,2105,3786,2105,3796,2105,3786,3785,2105,3785,2105,3786,3786,2105,3790,2105,3786,3787,2127,3786,2114,3786,3786,2105,3787,2105,3786,3786,2105,3786,2105,3787,3294,2105,3785,2105,3785,2105,3787,3795,2105,3786,2115,3786,2017,17264550,15324621
100000,2105,3786,2105,3786,2105,3786,3786,2105,3786,2105,3786,3786,2105,3797,2105,3786,3786,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2117,3786,2114,3786,2494,2105,3787,2105,3786,2105,3786,3786,2105,3787,2105,5474,3786,2105,3790,2105,3791,5474,2105,3786,2114,3790,3786,2105,3786,2105,3786,3785,2105,3787,2105,3786,2895,2105,3786,2113,3787,2114,3786,3785,2105,3785,2105,3786,3786,2105,3786,2105,3786,3796,2105,3786,2105,3786,3786,2105,3787,2105,3790,3786,2105,3786,2105,3787,3294,2105,3785,2105,3785,2105,3787,3786,2105,3786,2105,3786,2017,12938753,14211799
100000,2105,3791,2105,3786,2105,3786,3786,2105,3786,2110,3786,3786,2105,3807,2105,3786,3786,2105,3785,3794,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,2494,2105,3787,2105,3786,2105,3786,3786,2105,3791,3798,3786,3800,2105,3785,2105,3786,3786,2105,3786,2105,3786,3786,2105,3786,2105,3786,3785,2105,3787,2105,3786,2895,2105,3786,2105,3787,2105,3786,3785,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,3786,2105,3787,2105,3786,3786,2105,3786,2105,3787,3304,2105,3785,2105,3785,2105,3787,3786,2105,3786,2105,3786,2017,13812715,13856836
100000,2105,3786,2105,3794,2105,3786,3786,2105,3786,2105,3786,3786,2105,3787,2105,3786,3790,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,2494,2105,3787,2105,3786,2105,3786,3786,2105,3787,2105,3786,3786,2105,3785,2105,3786,3786,2105,3786,2105,3786,3786,2105,3790,2105,3786,3785,2105,3795,2105,3786,2895,2105,3786,2105,3787,2105,3786,3785,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,3786,2105,3787,2105,3786,3786,2105,3786,2105,3787,3294,2105,3785,2105,3785,2105,3787,3786,2105,3786,2105,3786,2017,13003731,15299276
100000,2105,3794,2105,3791,2105,3794,3786,2105,3786,2105,3786,3786,2105,3787,2105,3786,3786,2105,3785,2105,3786,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,2494,2105,3787,2105,3786,2105,3786,3800,2105,3787,2105,3786,3790,2105,3785,2105,3786,3786,2109,3786,2105,3791,3786,2114,3786,2105,3786,3785,2105,3787,2105,3786,2895,2105,3786,2105,3787,2105,3786,3785,2105,3785,2105,3795,3786,2105,3786,2105,3786,3787,2105,3786,2105,3786,3786,2105,3787,2105,3786,3786,2105,3786,3794,3787,3294,2105,3785,2105,3785,2126,3787,3786,2105,3786,2105,3786,2017,14308510,13136694
100000,2105,3786,2105,3786,2105,3786,3786,2105,3786,2105,3790,3786,2105,3787,2105,3786,3786,2105,3785,2105,3786,3786,2105,3786,2105,3786,3791,2105,3786,2105,3786,2494,2105,3787,2105,3786,2105,3786,3790,2105,3787,2105,3786,3786,2105,3793,2105,3786,3786,2105,3786,2105,3786,3786,2105,3786,2105,3786,3785,2105,3787,2105,3786,2895,2105,3786,2105,3787,2113,3786,3785,2105,3790,2105,3786,3786,2105,3795,2105,3786,3787,2105,3786,2105,3786,3786,2105,3787,3794,3786,3786,2105,3786,2105,3787,3294,2105,3785,2105,3785,2105,3787,3786,2105,3786,2105,3786,2017,14186289,13364173
