200000,4178,4178,4197,4178,5867,5859,4188,5867,4178,4187,5859,4178,4178,4179,4178,4567,4179,4178,4178,4178,4179,5859,4178,4179,5867,4178,5859,4182,4178,4177,4179,4968,4178,4179,4178,4178,5866,5859,4178,4178,4179,4178,7547,4179,5867,4178,5866,5368,4178,4178,4191,4178,5867,5779,12197399,12724551
200000,4178,4187,4188,4178,4178,7548,4179,4178,4178,5885,5859,4178,4178,4179,4178,4581,4179,4178,4178,5424,4179,5859,4178,4179,4187,4178,7548,4178,4178,4191,4179,4968,5867,4179,4178,4178,4178,5859,4178,4189,4179,4178,5858,4179,4178,4178,4178,5368,4178,4178,4179,4178,4186,4090,12896693,12363466
200000,4178,4186,4187,4188,4178,5868,4184,4178,4187,4178,5859,5867,4178,5868,4178,4567,4179,4178,4187,4178,4179,5859,4178,4179,4191,4178,7548,4178,4178,4177,4179,4968,4187,4179,5867,4187,4178,5859,4183,4178,4179,4178,5858,4190,4178,4178,4178,5368,4178,4178,4179,4178,4178,4090,10942835,11139473
200000,4189,4178,4178,4178,4178,5859,4179,4178,4188,4187,7548,4178,4178,4179,4178,4567,4179,4178,4187,4182,4179,5870,4183,4179,4178,4178,5859,4178,5868,4177,4179,4968,4178,4179,4178,4178,4178,5859,4178,4178,4179,4178,5858,4188,4189,4178,4178,5368,4178,5867,4179,4178,5867,4090,12514905,13226747
200000,4178,4178,4191,4178,4178,5859,4179,4178,4178,4178,5859,4178,4178,4179,4189,4567,4179,4183,4186,4178,4179,5859,4178,4188,4178,4178,5859,4178,4178,4177,4189,4968,5867,4179,4178,4178,5867,5859,4178,4178,4179,4178,5858,4179,4178,4178,4178,5372,4178,4178,4179,4178,5867,4090,10745424,12229759
200000,4178,4187,4178,4178,4178,5859,4188,4182,4178,4178,5868,5867,4178,4179,4178,4567,4179,4178,4178,4178,4184,5859,4183,5868,4178,4178,5859,4178,4188,4182,4179,4968,4178,4179,4190,4178,4178,5859,5866,4178,4179,4178,5858,4179,4178,4187,4178,5379,4186,4178,4179,4178,4178,4090,10796003,13702544
200000,4178,4178,4178,4187,4178,5859,4179,5866,4178,4178,5859,4178,5871,4187,4178,6256,5867,4178,4178,4178,4179,5869,4178,4179,4178,4178,5868,4178,4178,4187,4179,6657,4178,4179,4178,4178,4178,5859,4178,4195,5867,4178,5858,4179,4178,4178,4178,7066,4178,4178,4183,4178,4178,4090,12624103,16991423
200000,4178,4178,4178,4178,4178,5859,4188,4178,4178,4178,5859,4182,4178,4179,4178,4567,4179,5867,4178,4178,5868,5864,5867,4179,4178,4187,5870,4188,4178,4186,4179,4968,5867,5872,4178,4178,4178,5859,4178,4178,4179,4178,5858,4179,4178,4178,4178,5368,4178,4178,4179,4178,4182,4090,15688101,15507171
200000,4178,4178,4178,4178,4178,5859,4179,4178,4178,4178,5859,4178,4178,4179,4187,4567,4189,4178,4178,4178,4179,5859,4178,4184,4178,4178,5859,4178,4187,4177,4179,4968,4178,4190,4178,4178,4178,5859,5866,4178,5868,4178,5858,4179,4178,4178,4178,5377,4178,4178,4187,4178,4178,4090,12519084,13020487
200000,5867,4178,5867,4178,5867,7548,4179,4178,4178,4178,5868,5867,4178,4191,4178,4567,4179,4178,5867,4190,4188,5859,4178,4179,4178,4178,5859,4178,5871,4187,4179,4979,4178,4179,4178,4178,4178,5859,4178,4178,5868,4189,5862,5867,4178,4189,4178,5368,4178,4178,4179,4178,4178,4090,15232585,10985688
