300000,6272,6251,6251,6251,4582,6251,7940,6251,6252,4570,7950,6252,7941,4571,6251,6251,6251,6251,4570,6250,6270,6260,4571,6251,6251,6256,6252,4579,6250,7941,6251,5760,4571,6251,6251,4482,12988083,12466749
300000,4570,6251,6251,6251,4571,9629,6256,6251,6271,4570,6262,7950,6251,4571,6251,6251,6255,6251,4570,6250,6252,7953,4571,6251,6251,6251,6252,4570,6250,6260,6251,5771,4571,6251,6251,4491,11421394,12382258
300000,4570,6263,7940,6251,6260,6251,6251,6251,6252,4579,6261,6252,6251,6260,6251,6251,6251,7939,4570,6250,6252,7940,4571,6251,6251,6259,6252,4570,6250,6252,7950,5760,4579,6261,6251,4490,12172622,12078075
300000,4570,7940,6251,6251,4571,6251,6251,6251,6252,4570,7949,6252,7949,4580,6251,6251,6251,7940,4570,6250,6252,9629,4571,6251,7940,6264,6252,6259,6250,6261,6251,7449,4571,6251,6251,6192,10115961,11834577
300000,4579,6260,6251,6251,4571,6272,6251,6265,6252,4570,6251,6252,7940,4571,6251,6251,6251,6251,4570,6259,6252,6251,6260,6251,6255,7940,6252,6259,6250,6261,6251,9138,4571,6251,6251,4482,10305108,10980034
300000,4579,6251,6251,6251,4571,7945,6256,6251,6252,4570,6260,6252,6256,4571,6251,7949,6251,6251,4578,6261,6252,6262,4571,7939,7940,6251,6252,6259,6250,6252,6251,5760,4571,6251,6260,4482,11077870,13215916
300000,4581,6251,6251,6251,6269,6251,6251,6259,7941,4579,6251,6252,6259,4571,6251,6251,7940,6251,4574,7939,6252,7940,4571,6261,6251,6268,6252,4570,6259,6252,6251,5760,4571,6251,6251,4482,14211163,11494293
300000,6259,6251,6251,7940,4579,6262,6251,6251,6252,4579,6251,6256,6251,4571,6251,6251,6251,6251,6267,6250,7941,6251,6260,6251,6251,6266,6252,4570,6250,6252,6251,7460,4571,6251,7941,4482,11884539,10937175
300000,4570,6251,6260,7940,4571,6251,7940,6272,6252,6259,6251,6252,6251,4571,7939,6251,6251,6251,4570,6320,7941,6251,4580,6251,6251,6251,6252,4570,6250,6252,6251,5760,4579,6251,6251,6171,10186575,11061898
300000,6259,6259,6251,7940,4571,6251,6251,6260,6261,4579,6251,6264,6251,4571,6260,6260,6251,6256,4570,7939,6252,6260,4571,6251,6251,7940,6252,4570,6250,6252,6251,7449,4571,6251,6251,4482,12082946,13485854
300000,4579,6251,6251,7940,4571,6251,6251,6251,6252,4570,6251,6252,7940,4571,7950,6272,6256,6251,4589,6250,6252,7940,4571,6269,6251,6260,6252,4570,6250,6252,6251,5760,4571,6251,6251,4482,12403845,11044814
300000,4579,6251,6251,7939,6260,6251,6251,6251,6252,4570,7940,6252,6251,4579,7940,6251,6251,7940,4570,6250,6252,6251,6260,6251,6251,6251,7941,6259,6250,6257,7940,5760,4571,6251,7940,6171,12220264,11162584
300000,4570,7940,6251,7940,4571,6255,6251,7940,6252,4570,6251,7945,6251,4571,6260,6251,9629,6251,4570,6250,6252,6251,4571,6251,7940,7940,6252,4570,6250,6252,6251,5760,6259,6251,6251,4482,10741882,13640069
300000,6258,6269,7940,6260,6285,7944,6251,6251,6256,4570,6260,6252,6251,4580,6251,6251,6251,6262,6259,6255,6252,6251,4571,6251,6251,6251,6270,4570,6250,6252,6260,5760,4580,6251,6251,4486,13631991,11050752
300000,6266,6251,6251,6251,4571,6251,6251,6251,7941,4570,6251,6252,6259,4571,7940,6251,6251,6251,6260,6250,6252,6251,4571,6251,6251,6251,6263,4581,6250,6252,9630,5760,4571,7940,7940,4482,11456659,11155799
300000,6259,6251,6251,6251,4571,6251,6251,6251,6263,4570,6251,6252,6251,6260,6251,7940,7940,6260,4570,6250,6252,6251,4571,6260,6251,6255,6252,4570,6250,6252,6251,5760,4571,7940,7940,4482,10563186,13997909
300000,4570,6251,6260,6251,4571,6251,6251,6259,6252,4570,6251,6252,9628,4571,7940,6251,7940,6251,6259,6250,6252,6251,4571,7940,6256,6251,7940,4570,6250,6252,6251,5760,4571,6261,6251,4482,10527947,12613383
300000,6259,6251,6251,6251,4571,6251,6262,6251,6252,6259,6251,6252,6268,4571,6260,6251,6251,6260,4570,6250,6252,6251,4571,7940,6251,6251,6252,4570,6260,6260,6251,5760,6260,6260,6251,4482,11428043,15373567
300000,7948,6251,6260,6251,4571,6251,6251,6251,6252,4570,6251,6252,6251,6269,7951,6251,6260,7940,4570,6259,6257,7951,4571,6251,6261,7940,6260,4570,6250,6252,6251,7450,4571,6251,6256,4482,12669206,11623578
300000,4570,6251,6260,6251,4571,6251,6251,6251,6252,6259,6251,6252,6260,4571,6251,6251,6251,6251,6259,6250,6252,6251,4571,6263,6251,6251,9630,4570,6250,6252,6251,7449,4580,7940,7313,4482,14029480,11141962
